Video Time;Neutral;Happy;Sad;Angry;Surprised;Scared;Disgusted;Contempt;Valence;Arousal
03:13,3;0,5399198;0,01416936;0,4813454;0,007926986;0;0;0,006655074;0,0000147;-0,467176;0,4540355
03:13,4;0,5467308;0,01384321;0,4768617;0,01032238;0;0;0,006631781;0,000012063;-0,4630185;0,4514959
03:13,4;0,5385923;0,01192839;0,4827288;0,01040916;0;0;0,006258776;0,000009899;-0,4708004;0,4475048
03:13,5;0,5270938;0,01024219;0,4987597;0,01014909;0;0;0,00577493;0,000008123;-0,4885175;0,4417326
03:13,6;0,5171784;0,008686732;0,5103193;0,009570576;0;0;0,005255723;0,000006666;-0,5016326;0,4355418
03:13,6;0,509635;0,007354729;0,5157565;0,009056831;0;0;0,00468593;0,00000547;-0,5084018;0,4293261
03:13,7;0,5038594;0,006035298;0,5192441;0,008573283;0;0;0,004225901;0,000004489;-0,5132089;0,4231027
03:13,8;0,5021313;0,004952571;0,5171605;0,008727196;0;0;0,003820887;0,000003683;-0,512208;0,4180357
03:13,8;0,5250897;0,004064085;0,5103882;0,008664068;0;0;0,003684926;0,000003023;-0,5063241;0,4140117
03:13,9;0,5458642;0,003334992;0,5017626;0,008004895;0;0;0,003497946;0,00000248;-0,4984276;0,4097797
03:14,0;0,568979;0,002736697;0,483839;0,007038886;0;0;0,003327126;0,000002035;-0,4811023;0,4053748
03:14,0;0,5954005;0,002245736;0,4566698;0,005867276;0,002013255;0;0,003093858;0,00000167;-0,4544241;0,4008284
03:14,1;0,6241881;0,001842853;0,4211268;0,004814692;0,008243104;0;0,002828815;0,000001371;-0,4192839;0,3958331
03:14,2;0,6541736;0,001512247;0,38148;0,003950941;0,01826828;0;0,002579001;0,000001125;-0,3799677;0,3910449
03:14,2;0,6817194;0,001240952;0,3445204;0,003584482;0,03159158;0;0,002467539;0,000000923;-0,3432795;0,3870752
03:14,3;0,6976496;0,001018326;0,3248306;0,005768581;0,04198827;0;0,002387747;0,002704502;-0,3238122;0,3826943
03:14,4;0,7023063;0,00083564;0,3036246;0,007387881;0,04739738;0;0,002828419;0,0134022;-0,3027889;0,3773108
03:14,4;0,7008624;0,001075885;0,2797137;0,008690974;0,04918567;0;0,003341246;0,07503461;-0,2786379;0,37117
03:14,5;0,6962833;0,001486157;0,2546114;0,009466209;0,04493253;0;0,003650891;0,07771692;-0,2531253;0,3643716
03:14,6;0,6911203;0,001923259;0,226659;0,01012978;0,03687168;0;0,00415306;0,06377458;-0,2247358;0,3573355
03:14,6;0,6898268;0,002486947;0,2002012;0,01100678;0,03025694;0;0,004519749;0,07991491;-0,1977142;0,3501064
03:14,7;0,6915615;0,002944928;0,1768711;0,01194221;0,02482886;0;0,004743573;0,1028734;-0,1739262;0,3438721
03:14,8;0,6946161;0,003137289;0,1554136;0,01286695;0,02037459;0;0,004983098;0,08441804;-0,1522764;0,338542
03:14,8;0,6952361;0,004459844;0,1371938;0,01318144;0,01671941;0;0,005538774;0,1095798;-0,1327339;0,3328824
03:14,9;0,6970769;0,006394053;0,1202172;0,01348394;0,01371996;0;0,005862298;0,1688723;-0,1138232;0,3269428
03:15,0;0,7017456;0,008457187;0,1029451;0,01372549;0,01125862;0;0,006099109;0,2329019;-0,09448788;0,3207691
03:15,0;0,7055496;0,01240717;0,08952016;0,01368917;0,009238831;0;0,006163056;0,2862013;-0,07711299;0,3147575
03:15,1;0,7052271;0,01981558;0,07782158;0,01376321;0,007581394;0;0,006227197;0,3207295;-0,058006;0,3096999
03:15,2;0,7041946;0,02703492;0,06761337;0,01421136;0,006221301;0;0,006266132;0,3799985;-0,04057845;0,3055072
03:15,2;0,7023087;0,03490835;0,05973261;0,01494542;0,005105206;0,000767863;0,006359262;0,4239685;-0,02482427;0,301301
03:15,3;0,7020406;0,04160339;0,0515054;0,01649069;0,004189337;0,000989321;0,006302756;0,4799577;-0,009902008;0,2964051
03:15,4;0,7034751;0,04702677;0,04719106;0,01711052;0,003437774;0,002117659;0,006088695;0,3938538;-0,000164297;0,2909053
03:15,4;0,7054263;0,05548419;0,04530071;0,01804506;0,002821041;0,004039219;0,005723198;0,4314536;0,01018348;0,2855686
03:15,5;0,708122;0,06494496;0,04627826;0,01875915;0,002314948;0,00578579;0,005320325;0,452574;0,0186667;0,2803927
03:15,6;0,711494;0,07449528;0,04481078;0,0193672;0,001899649;0,006777074;0,004918704;0,4763635;0,0296845;0,2761686
03:15,6;0,7165744;0,08267277;0,04226919;0,02008069;0,001558854;0,006599312;0,004667902;0,502863;0,04040358;0,272805
03:15,7;0,7217188;0,08897038;0,04404277;0,0203524;0,001279197;0,005415402;0,004243074;0,5369434;0,04492761;0,2702184
03:15,8;0,726623;0,09411024;0,05186321;0,02001577;0,00104971;0,004443884;0,003715779;0,5604987;0,04224702;0,2683322
03:15,8;0,7290021;0,09722647;0,06708923;0,01898233;0,000861393;0,003646656;0,003247671;0,5933546;0,03013724;0,2659274
03:15,9;0,7305571;0,09918275;0,08381735;0,01786473;0,00070686;0,00299245;0,002870824;0,623638;0,0153654;0,2630661
03:16,0;0,7319922;0,1027669;0,09657302;0,01671637;0,00058005;0,002455608;0,002642427;0,6357155;0,006193928;0,2609526
03:16,0;0,7342501;0,1078059;0,1053582;0,01573444;0,00047599;0,002015074;0,002497239;0,6387665;0,002447732;0,2595124
03:16,1;0,7327427;0,1150111;0,1134734;0,01480811;0,000390598;0,001653572;0,002410355;0,6308045;0,00153774;0,2586771
03:16,2;0,7264137;0,1234364;0,1203065;0,0138727;0,000320525;0,001356923;0,002413059;0,614173;0,003129855;0,2572348
03:16,2;0,7168184;0,1345935;0,125159;0,012851;0,000263023;0,001113492;0,00255978;0,587871;0,009434476;0,2552545
03:16,3;0,7053768;0,144851;0,1319652;0,01196749;0,000215837;0,000913732;0,002789355;0,5544768;0,01288584;0,2539478
03:16,4;0,6930111;0,1539987;0,1353726;0,01124941;0,000177116;0,00074981;0,003076552;0,5379889;0,01862611;0,2532457
03:16,4;0,6822334;0,1622205;0,1354651;0,01065505;0,000145342;0,000615295;0,003458199;0,5300233;0,02675541;0,2530853
03:16,5;0,673603;0,1691064;0,1375287;0,009887656;0,000119267;0,000504911;0,003778586;0,5140602;0,03157766;0,252614
03:16,5;0,6640637;0,1753096;0,1391123;0,00908694;0,000097871;0,000414331;0,003993156;0,4903439;0,03619726;0,2524444
03:16,6;0,6543721;0,1813137;0,1388533;0,008422;0,000080313;0,00034;0,004295894;0,4756709;0,04246035;0,2524343
03:16,7;0,6453729;0,1863033;0,1413819;0,00784462;0,000065905;0,000279005;0,004572975;0,4626459;0,04492137;0,2524343
03:16,7;0,6398048;0,1888173;0,1434405;0,00725709;0,000054082;0,000228952;0,00485038;0,4640578;0,04537687;0,2588867
03:16,8;0,6350235;0,1913057;0,1447546;0,006642881;0,000044379;0,000187878;0,005166776;0,458818;0,04655102;0,2658726
03:16,9;0,6282446;0,1951386;0,1500542;0,006173545;0,000036418;0,000154173;0,005354276;0,4358925;0,0450844;0,276876
03:16,9;0,6224228;0,1982706;0,1580601;0,0058282;0,000029885;0,000126514;0,00544658;0,4324108;0,04021055;0,2859912
03:17,0;0,6169361;0,2008397;0,1656777;0,005496337;0,000024523;0,000103818;0,005510037;0,4337468;0,03516202;0,2937397
03:17,1;0,6100044;0,2044042;0,1734422;0,00505688;0,000020124;0,000085193;0,005598238;0,406218;0,03096199;0,2994179
03:17,1;0,6036355;0,2061787;0,1819435;0,004655075;0,000016514;0,000069909;0,005698416;0,3941223;0,02423522;0,2994179
03:17,2;0,5968201;0,2062628;0,1910262;0,00421562;0,000013551;0,000057368;0,005863076;0,3932252;0,01523666;0,2981175
03:17,3;0,5888641;0,2062261;0,2017999;0,003862012;0,00001112;0,000047076;0,006017603;0,3954173;0,004426166;0,2961375
03:17,3;0,5840971;0,2057983;0,2069275;0,003633137;0,000009125;0,000038631;0,006125866;0,4117177;-0,001129195;0,2938892
03:17,4;0,5798961;0,2045298;0,2115004;0,003325138;0,000007488;0,0000317;0,006273955;0,4088008;-0,006970659;0,290277
03:17,5;0,5752367;0,2017342;0,2168078;0,003158653;0,000006145;0,000026013;0,006731696;0,4114815;-0,0150736;0,285456
03:17,5;0,5727973;0,1985183;0,2179071;0,003097926;0,000005042;0,000021347;0,007099734;0,4060735;-0,01938872;0,2795711
03:17,6;0,5720646;0,1960481;0,2181994;0,003222098;0,000004138;0,000017517;0,007469947;0,3881712;-0,02215131;0,2727511
03:17,7;0,5700076;0,1940882;0,220549;0,003432918;0,000003395;0,000014374;0,00803374;0,3618027;-0,02646084;0,2662616
03:17,7;0,5718094;0,1912756;0,2195479;0,003695022;0,000002786;0,000011796;0,0085873;0,3495265;-0,02827223;0,2597309
03:17,8;0,5754791;0,188784;0,2172702;0,004185106;0,000002286;0,00000968;0,009230289;0,3342905;-0,02848622;0,2531775
03:17,9;0,5787902;0,1855822;0,2151627;0,004375344;0,000001876;0,000007943;0,009681487;0,3114871;-0,02958044;0,2458254
03:17,9;0,578416;0,1810885;0,2185961;0,004400013;0,00000154;0,000006518;0,009962801;0,2756657;-0,03750758;0,2379025
03:18,0;0,5775089;0,175064;0,2187903;0,004253063;0,000001263;0,000005349;0,0100894;0,2599808;-0,04372635;0,2300155
03:18,1;0,5751455;0,1692309;0,2209441;0,004070761;0,000001037;0,000004389;0,01014953;0,2745324;-0,0517132;0,2223899
03:18,1;0,5735363;0,1640669;0,2233787;0,00390165;0,000000851;0,000003602;0,01036093;0,2784671;-0,05931181;0,2150171
03:18,2;0,5733694;0,1638818;0,2182324;0,003984566;0,000000698;0,000002956;0,01049757;0,2285104;-0,05435055;0,2078888
03:18,3;0,5715156;0,1676143;0,204781;0,004270197;0,000000573;0,000002425;0,01058794;0,1875159;-0,03716667;0,2009968
03:18,3;0,5663248;0,1736057;0,1901675;0,004796701;0,00000047;0,00000199;0,01047726;0,1538757;-0,01656188;0,1943332
03:18,4;0,5596015;0,1811468;0,1738454;0,005542615;0,000000386;0,000001633;0,0103228;0,1262705;0,007301345;0,188181
03:18,5;0,5528609;0,1889193;0,1568611;0,006357111;0,000000317;0,00000134;0,01024142;0,1036177;0,03205819;0,1825268
03:18,5;0,5461761;0,1969188;0,1419457;0,007576164;0,00000026;0,0000011;0,01001801;0,08502879;0,05497311;0,1773313
03:18,6;0,5381474;0,2070944;0,1270099;0,008925339;0,000000213;0,000000902;0,009811719;0,06977471;0,08008456;0,1729123
03:18,7;0,5291768;0,2194543;0,1134361;0,0102759;0,000000175;0,000000741;0,009708554;0,05725719;0,1060181;0,1691947
03:18,7;0,5207077;0,2321283;0,102315;0,0114312;0,000000144;0,000000608;0,009567739;0,04698531;0,1298133;0,1657573
03:18,8;0,5107918;0,2476391;0,09348521;0,01198991;0,000000118;0,000000499;0,009318818;0,03855619;0,1541539;0,1630554
03:18,9;0,5013955;0,262978;0,08635598;0,01224634;0,000000097;0,000000409;0,009140624;0,03163925;0,1766221;0,1616461
03:18,9;0,4945355;0,2736971;0,08287115;0,01286577;0,000000079;0,000000336;0,008829734;0,0293113;0,1908259;0,1605983
03:19,0;0,4897724;0,2804468;0,08000393;0,01373314;0,000000065;0,000000276;0,008539168;0,03074146;0,2004428;0,1605983
03:19,1;0,4835302;0,2910297;0,07751402;0,01472152;0,000000053;0,000000226;0,008294009;0,02522647;0,2135157;0,1637105
03:19,1;0,4771029;0,3021122;0,07918406;0,01533334;0,000000044;0,000000186;0,008072593;0,02070087;0,2229281;0,1638731
03:19,2;0,4724934;0,3111732;0,0799077;0,01567657;0,000000036;0,000000152;0,007922707;0,01698715;0,2312655;0,1638731
03:19,3;0,4688364;0,3187238;0,07921582;0,01612569;0,00000003;0,000000125;0,007903864;0,01393967;0,239508;0,1624392
03:19,3;0,465374;0,3243713;0,07961027;0,01703934;0,000000024;0,000000103;0,007962672;0,01143891;0,244761;0,1608287
03:19,4;0,4658068;0,3226845;0,07877982;0,01725936;0,00000002;0,000000084;0,008034792;0,009386779;0,2439047;0,159246
03:19,5;0,467704;0,3167492;0,07917628;0,01710007;0,000000016;0,000000069;0,00810594;0,01403171;0,2375729;0,1576927
03:19,5;0,468174;0,3134171;0,08371944;0,01670809;0,000000013;0,000000057;0,008229895;0,01151444;0,2296977;0,1561684
03:19,6;0,4708889;0,3075713;0,08709636;0,01647818;0,000000011;0,000000046;0,008311482;0,0223006;0,2204749;0,1546743
03:19,6;0,4725659;0,3042966;0,09056991;0,01616487;0,000000009;0,000000038;0,008488459;0,0182999;0,2137266;0,1528767
03:19,7;0,471835;0,3041865;0,09644204;0,01615736;0,000000007;0,000000031;0,008844615;0,01501691;0,2077444;0,151164
03:19,8;0,4712135;0,3048626;0,0998949;0,01616423;0,000000006;0,000000026;0,009081924;0,01232289;0,2049676;0,1499232
03:19,8;0,4694802;0,3071164;0,1014712;0,01612614;0,000000005;0,000000021;0,009278799;0,01011218;0,2056452;0,1487185
03:19,9;0,462219;0,3171215;0,1006399;0,01605409;0,000000004;0,000000017;0,009437755;0,008298065;0,2164816;0,1479231
03:20,0;0,4521631;0,331522;0,09569658;0,01610956;0,000000003;0,000000014;0,009553353;0,006809398;0,2358254;0,1474924
03:20,0;0,4397914;0,3504127;0,08873279;0,0160762;0,000000003;0,000000012;0,009605177;0,005587799;0,2616799;0,1474924
03:20,1;0,4256961;0,3708126;0,08267036;0,01563644;0,000000002;0,00000001;0,009794926;0,004585353;0,2881423;0,1554265
03:20,2;0,4093372;0,3941619;0,07502443;0,01522531;0,000000002;0,000000008;0,01014947;0,003762745;0,3191375;0,1587755
03:20,2;0,3916862;0,4191901;0,06457113;0,01458347;0,000000002;0,000000006;0,01055236;0,003087712;0,354619;0,165297
03:20,3;0,37266;0,4456598;0,05298713;0,01411198;0,000000001;0,000000005;0,01111408;0,00253378;0,3926727;0,1752443
03:20,4;0,3532918;0,4721149;0,04348131;0,01320616;0,000000001;0,000000004;0,01129186;0,002079223;0,4286336;0,2001066
03:20,4;0,3324781;0,5005405;0,0356808;0,0122997;0,000000001;0,000000004;0,01117459;0,001706212;0,4648597;0,223233
03:20,5;0,3114539;0,529147;0,0292797;0,0109323;0,000000001;0,000000003;0,01093397;0,00140012;0,4998673;0,2446501
03:20,6;0,2899002;0,5589905;0,02402695;0,009478142;0,000000001;0,000000002;0,01065434;0,001148939;0,5349636;0,2644439
03:20,6;0,2687121;0,588416;0,01971654;0,008030483;0;0,000000002;0,01030059;0,000942821;0,5686995;0,2953774
03:20,7;0,2486864;0,6162483;0,01617941;0,006792021;0;0,000000002;0,01006431;0,00077368;0,6000689;0,3231359
03:20,8;0,2301598;0,6423972;0,01327684;0,005903441;0;0,000000001;0,009902284;0,000634882;0,6291203;0,348237
03:20,8;0,2129028;0,6670477;0,01089499;0,005886199;0;0,000000001;0,009893465;0,000520985;0,6561527;0,3798003
03:20,9;0,1996612;0,6855832;0,008940436;0,006301162;0;0,000000001;0,009731545;0,000427521;0,6758516;0,3978436
03:21,0;0,1902031;0,6987353;0,00733653;0,007069554;0;0,000000001;0,009741587;0,000350824;0,6889937;0,4074293
03:21,0;0,1835705;0,7072746;0,006020364;0,007477164;0;0,000000001;0,009626515;0,000287887;0,6976481;0,4154265
03:21,1;0,1803825;0,7112956;0,004940317;0,007745363;0;0;0,009480457;0,00023624;0,7018151;0,4185407
03:21,2;0,1803797;0,7086627;0,00405403;0,007801041;0;0;0,009446078;0,000193859;0,6992167;0,4186792
03:21,2;0,1824792;0,7016021;0,003326741;0,007974151;0,002037378;0;0,009404778;0,000159081;0,6921973;0,4186792
03:21,3;0,1859167;0,6931893;0,002729927;0,008485815;0,008723828;0;0,009407656;0,000130542;0,6837816;0,4185548
03:21,4;0,1916586;0,6813729;0,002240181;0,00888666;0,02060939;0;0,009381881;0,000107123;0,6719911;0,4185548
03:21,4;0,1986617;0,6682228;0,001838295;0,009456158;0,03498764;0;0,009420039;0,000087905;0,6587666;0,4218507
03:21,5;0,2091681;0,6513907;0,001508506;0,01020601;0,05088351;0;0,009404594;0,000072135;0,6411847;0,4259014
03:21,6;0,2188724;0,6358771;0,001237881;0,01061518;0,06754772;0;0,009281145;0,000059194;0,625262;0,4288431
03:21,6;0,2244591;0,6263185;0,001015807;0,01110223;0,07855124;0;0,0090846;0,000048575;0,6152163;0,4318203
03:21,7;0,2325234;0,6108279;0,001982042;0,01151432;0,086253;0;0,008790906;0,004548438;0,5993136;0,4318203
03:21,8;0,2423672;0,5922992;0,003345864;0,01160885;0,08768316;0;0,008563906;0,003732453;0,5806903;0,4314819
03:21,8;0,249138;0,5788351;0,002745619;0,01173373;0,08446384;0;0,008243561;0,003062854;0,5671014;0,4310438
03:21,9;0,254735;0,5671909;0,002253059;0,01269569;0,07503169;0;0,008050526;0,009911005;0,5544953;0,4303553
03:22,0;0,2615576;0,5549667;0,001848862;0,01373099;0,06157108;0;0,008146605;0,03604861;0,5412357;0,4294249
03:22,0;0,2675036;0,5455672;0,001517178;0,01420391;0,05052529;0;0,008399003;0,04375748;0,5313632;0,4283392
03:22,1;0,2709659;0,538471;0,001244998;0,0149413;0,0414611;0;0,008705092;0,04924196;0,5235297;0,4271146
03:22,2;0,2734088;0,5322791;0,001021646;0,01541024;0,03402302;0;0,008972487;0,05993887;0,5168689;0,425767
03:22,2;0,2740791;0,5291752;0,000838364;0,01555294;0,02791932;0;0,009178338;0,05558239;0,5136222;0,4243112
03:22,3;0,2742968;0,5276576;0,000687962;0,01555208;0,02291062;0;0,00933095;0,055981;0,5121055;0,4227583
03:22,4;0,2748174;0,525939;0,000564542;0,01574539;0,01880048;0;0,009345516;0,06386696;0,5101936;0,4211204
03:22,4;0,2763088;0,5235669;0,000463264;0,01616976;0,01542769;0;0,009399392;0,07345791;0,5073971;0,419409
03:22,5;0,2778721;0,5215122;0,000380155;0,01699097;0,01265998;0;0,009562881;0,07762878;0,5045212;0,4176345
03:22,6;0,2823846;0,515465;0,000311956;0,01802918;0,01038879;0;0,009711809;0,1053125;0,4974358;0,4158046
03:22,6;0,2887218;0,5073251;0,000984916;0,01891665;0,008525054;0;0,009954238;0,1279628;0,4884084;0,412991
03:22,7;0,2968999;0,4962369;0,00351419;0,0197439;0,006995668;0;0,01030087;0,1565818;0,476493;0,4091434
03:22,8;0,3071771;0,4824455;0,008681245;0,02131298;0,005740652;0;0,01053;0,1874487;0,4611326;0,4035871
03:22,8;0,3208777;0,4644395;0,01524166;0,02307485;0,004710785;0;0,01070066;0,2282581;0,4413646;0,3965221
03:22,9;0,3362493;0,4447715;0,01995958;0,02503455;0,003865675;0;0,01082617;0,2595552;0,4197369;0,3881305
03:22,9;0,3548904;0,4218048;0,02962265;0,02691437;0,003172175;0;0,01081248;0,3024966;0,3921822;0,3785785
03:23,0;0,3766792;0,397746;0,03720661;0,02831753;0,00260309;0;0,01082827;0,3390802;0,3605393;0,3680173
03:23,1;0,3992117;0,3726284;0,04370101;0,02951705;0,002136098;0;0,01090387;0,3779159;0,3289274;0,3565846
03:23,1;0,4228179;0,3472456;0,05716375;0,03019249;0,001752884;0;0,01085006;0,415653;0,2900818;0,344763
03:23,2;0,4458081;0,3231623;0,0708885;0,03061418;0,001438419;0;0,01065439;0,4415306;0,2522738;0,3333333
03:23,3;0,4669813;0,3008084;0,08390355;0,0310338;0,001180368;0;0,0103433;0,4637115;0,2169048;0,3222824
03:23,3;0,486885;0,2805119;0,09758751;0,0313664;0,000968611;0;0,009844179;0,4803585;0,1829244;0,311598
03:23,4;0,5060893;0,2615465;0,1083459;0,03134591;0,000794843;0;0,009403971;0,5014719;0,1532007;0,3012677
03:23,5;0,5230794;0,244406;0,1195516;0,03087752;0,000652249;0;0,008997079;0,5155232;0,1248543;0,29128
03:23,5;0,5366465;0,2312588;0,1325115;0,03011636;0,000535236;0;0,008471601;0,5123997;0,09874731;0,2816233
03:23,6;0,5505396;0,2195505;0,1408542;0,02916719;0,000439216;0;0,00796125;0,5214781;0,07869637;0,2722868
03:23,7;0,5631912;0,2111493;0,1457023;0,02835474;0,000360421;0;0,007626136;0,5182198;0,065447;0,2632599
03:23,7;0,5729643;0,2052224;0,1446462;0,02748257;0,000295762;0;0,00729116;0,5112576;0,06057619;0,25518
03:23,8;0,5806482;0,1997487;0,1377081;0,02635267;0,000242702;0;0,007123597;0,5220197;0,06204057;0,2484264
03:23,9;0,5864276;0,194725;0,1289996;0,02531775;0,000199162;0;0,007120701;0,5306734;0,06572542;0,241724
03:23,9;0,5908745;0,1918778;0,1237915;0,02420321;0,000163432;0;0,007262267;0,5239497;0,06808637;0,2352204
03:24,0;0,5941427;0,1909144;0,1187049;0,02283007;0,000134113;0;0,007312282;0,5170024;0,07220944;0,2298005
03:24,1;0,5952092;0,192046;0,1123121;0,02241628;0,000110053;0;0,007450653;0,5015941;0,07973392;0,224395
03:24,1;0,5957074;0,1933541;0,1067088;0,02228679;0,00009031;0;0,007726199;0,4980486;0,08664527;0,2194809
03:24,2;0,5960683;0,1941366;0,09703596;0,02230115;0,000074108;0;0,008037206;0,5010557;0,09710069;0,215016
03:24,3;0,5937936;0,1960265;0,08838801;0,02232295;0,000060813;0;0,008533012;0,4921;0,1076384;0,2094786
03:24,3;0,5904545;0,1980319;0,08098934;0,02280721;0,000049903;0;0,008887069;0,4897469;0,1170426;0,2033107
03:24,4;0,5868702;0,2000839;0,07178307;0,02327907;0,000040951;0;0,009259886;0,4905312;0,1283008;0,1972443
03:24,5;0,5823912;0,2032971;0,06215615;0,02387774;0,000033604;0;0,009683783;0,4822944;0,141141;0,1909526
03:24,5;0,5781748;0,2061392;0,05533368;0,02503693;0,000027576;0;0,01004559;0,4798042;0,1508055;0,1846221
03:24,6;0,5739651;0,20843;0,05066276;0,02598858;0,000022629;0;0,01034548;0,4790217;0,1577673;0,1785014
03:24,7;0,569675;0,2106525;0,045242;0,02673177;0,000018569;0;0,01085335;0,4789175;0,1654105;0,1725836
03:24,7;0,5663449;0,2121749;0,04097615;0,02752112;0,000015238;0;0,01115836;0,4806005;0,1711988;0,1668621
03:24,8;0,5622386;0,2138466;0,03614746;0,0279538;0,000012504;0;0,01148803;0,4776562;0,1776991;0,1613302
03:24,9;0,5565007;0,2179;0,02966265;0,02848956;0,000010261;0;0,01176406;0,456095;0,1882373;0,1559817
03:24,9;0,551825;0,2211712;0,0243412;0,02879162;0,00000842;0;0,01188791;0,457498;0,1923796;0,1508105
03:25,0;0,5489638;0,2222986;0,01997441;0,0287227;0,00000691;0;0,01197884;0,4711392;0,1935759;0,1458108
03:25,1;0,5460614;0,2231326;0,01639102;0,02828638;0,00000567;0;0,0120753;0,468605;0,1948462;0,1409768
03:25,1;0,5442297;0,2228701;0,01498237;0,02748833;0,000004653;0;0,01219383;0,4685046;0,1953818;0,136303
03:25,2;0,5448342;0,2215515;0,01565651;0,02623142;0,000003818;0;0,01222887;0,4729773;0,1953201;0,1317842
03:25,3;0,5456737;0,2193162;0,01626087;0,0251519;0,000003133;0;0,01233116;0,4802348;0,1941643;0,1274153
03:25,3;0,5458264;0,2185236;0,01642289;0,024282;0,000002571;0;0,01252752;0,4632222;0,1942416;0,1236539
03:25,4;0,5470023;0,2175184;0,01454605;0,02293649;0,00000211;0;0,01268329;0,4717428;0,1945819;0,1210899
03:25,5;0,5482143;0,2176641;0,01286572;0,02130909;0,000001731;0;0,01280204;0,4577795;0,196355;0,119824
03:25,5;0,551077;0,2178555;0,01370883;0,01968671;0,000001421;0;0,01291289;0,4509875;0,1981688;0,119824
03:25,6;0,5555248;0,2171179;0,01502579;0,01793929;0,000001166;0;0,01291097;0,4638588;0,1991786;0,1365672
03:25,7;0,5600201;0,2164367;0,0141733;0,01696555;0,000000957;0;0,01283708;0,4650738;0,1994711;0,160586
03:25,7;0,563688;0,2166525;0,01373938;0,01623547;0,000000785;0;0,01266979;0,4527254;0,200417;0,1881849
03:25,8;0,5681908;0,2147151;0,01638711;0,01555981;0,000000644;0;0,012529;0,4778455;0,198328;0,2006833
03:25,9;0,5725203;0,2112093;0,0217086;0,01486916;0,000000529;0;0,01253371;0,4990166;0,1895007;0,2006833
03:25,9;0,5780041;0,205801;0,03055834;0,01416345;0,000000434;0;0,01256134;0,5248274;0,1752427;0,1998686
03:26,0;0,5843046;0,1996966;0,04214707;0,01346351;0,000000356;0;0,01260768;0,5473237;0,1575495;0,1991124
03:26,1;0,5901783;0,1930486;0,05515778;0,01263499;0,000000292;0;0,01254692;0,5643252;0,1378908;0,1984081
03:26,1;0,5962183;0,1856652;0,0697844;0,01211;0,00000024;0;0,01241451;0,5858966;0,1158808;0,1977525
03:26,2;0,6037049;0,1780312;0,08408448;0,01144563;0,000000197;0;0,01230732;0,5979007;0,09394668;0,1977525
03:26,2;0,6085997;0,1705119;0,100875;0,01067961;0,000000161;0;0,01219326;0,5974928;0,06963691;0,2156288
03:26,3;0,6128201;0,1640734;0,1151328;0,009926124;0,000000132;0;0,01208283;0,6086379;0,04894054;0,2379759
03:26,4;0,6173861;0,1580106;0,1253168;0,009262475;0,000000109;0;0,01212121;0,6247607;0,03269377;0,2495803
03:26,4;0,6199915;0,1519678;0,1352185;0,008415047;0,000000089;0;0,01225093;0,6384498;0,01674931;0,2545379
03:26,5;0,6221372;0,1467514;0,1439835;0,007404867;0,000000073;0;0,0125238;0,6512573;0,00276795;0,2554705
03:26,6;0,6257578;0,142801;0,1479846;0,006479997;0,00000006;0;0,01257709;0,6506921;-0,005183607;0,2554705
03:26,6;0,6256433;0,1391275;0,1553718;0,005687793;0,000000049;0;0,01265304;0,6603191;-0,01624423;0,2536872
03:26,7;0,6235015;0,1356864;0,1631181;0,005223282;0,00000004;0;0,01270878;0,6739311;-0,0274317;0,2515864
03:26,8;0,6225302;0,1319036;0,1673672;0,004957419;0,000000033;0;0,01273418;0,6877676;-0,0354636;0,2480589
03:26,8;0,6215392;0,1280403;0,169611;0,004870965;0,000000027;0;0,01274408;0,6968765;-0,04157072;0,2447469
03:26,9;0,6200107;0,1254392;0,1717194;0,004969095;0,000000022;0;0,01267531;0,6982437;-0,04628022;0,241635
03:27,0;0,6213827;0,1238353;0,1687373;0,005303883;0,000000018;0;0,01259943;0,6952748;-0,04490203;0,2375619
03:27,0;0,6221516;0,1232994;0,1662089;0,005534741;0,000000015;0;0,01257985;0,6903997;-0,04290953;0,23379
03:27,1;0,6245267;0,1237406;0,1615105;0,006172292;0,000000012;0;0,01256025;0,6629943;-0,03776985;0,2314467
03:27,2;0,6286066;0,124947;0,1545113;0,006930458;0,00000001;0;0,01264219;0,638034;-0,02956428;0,2303827
03:27,2;0,6323819;0,1267685;0,1458225;0,007661523;0,000000008;0;0,01274;0,6134643;-0,01905398;0,2303827
03:27,3;0,6362159;0,1285494;0,1392767;0,008551163;0,000000007;0;0,01276282;0,5977341;-0,01072733;0,2425849
03:27,4;0,6396999;0,1309326;0,1328758;0,009334061;0,000000006;0;0,01284844;0,5926567;-0,001943171;0,2607327
03:27,4;0,6406001;0,1348828;0,1267958;0,01060587;0,000000005;0;0,01288698;0,5734583;0,008087054;0,2818498
03:27,5;0,6407203;0,1398707;0,1196067;0,01175679;0,000000004;0;0,01280951;0,5570101;0,02026402;0,3040891
03:27,6;0,6390305;0,1473138;0,1088104;0,01234514;0,000000003;0;0,01275447;0,5239885;0,03850343;0,3136677
03:27,6;0,6374638;0,1534339;0,09849596;0,01282594;0,000000003;0;0,0126982;0,5190262;0,05493796;0,3267696
03:27,7;0,6370009;0,1583389;0,0891019;0,01318462;0,000000002;0;0,012601;0,517737;0,06923699;0,337738
03:27,8;0,6350731;0,1645269;0,0802203;0,01403814;0,000000002;0;0,01254778;0,4908332;0,08430659;0,3471335
03:27,8;0,633007;0,1706986;0,07513122;0,01476572;0,000000001;0;0,01247504;0,4724788;0,09556737;0,3553497
